merchantID,hour,weekday,driverID,time_variance,row_count,trip_ids,times,date
1473,13,False,1849,,1,['cfd3629b01b113fd1f575f050b5aa34bf4f05a49fd1fa8d37c0d20785dfdda43'],[760.0],[26]
1473,14,False,51,,1,['376b9015adc05911395a2fda90e06fd82f6c46787b66a74d7867e060b88e4a52'],[548.0],[24]
1473,14,True,792,,1,['31b3fee3da58fa7532400b479ec05d9e72f82bdf56337217651f562452791d79'],[1776.0],[29]
1473,14,True,1029,,1,['389dd692385b2227525567a8bd5700f3423b589ff6203f658b6ec4cee4abfb39'],[1856.0],[29]
1473,14,True,2547,,1,['b8b4df6b3daeb74d5482d72230e902f363cd6ca99a34eb14579c9a5fc27ac64a'],[835.0],[29]
1473,15,True,2113,,1,['06ee8f69d72d2eec96041bb985ee3fd89ef2f1bf55e28d2595f0dd5e6eeb93b7'],[910.0],[28]
1473,16,False,382,,1,['a2b6e4443a5109b8e489d05b807fb1280c47fd123f70ec6a2ed91d6f12c4d50f'],[274.0],[25]
1473,16,False,984,,1,['55a9eef282f5536bf8d0f13b8d21d14a8ba8b65fcf5258e09cdb72f63e511d19'],[460.0],[24]
1473,16,False,1138,,1,['ab7fd37202069e7c9c874a121bc1feaf27dce23763b9462f2b81badfc1ae3e5b'],[977.0],[24]
1473,16,True,1055,,1,['7db5e395343124d6b8861856e960fe2299919e05df70778a4b5f7f3bc17a9635'],[602.0],[30]
1473,16,True,2350,,1,['a414942b7881d585dad5aff7a72834300bce2b5c6c9b163e986ce6dcd5ad5569'],[901.0],[29]
1473,16,True,3081,,1,['f0d1106d9e84eccd863fd1a19976f2a3aa67e57fc3f90b557d50daf74a9cb218'],[1195.0],[28]
1473,17,False,1193,,1,['29a4ea9ab29c2e18e65cdd9717f8aa007b2681826fda973ac5b3240f216e79f7'],[890.0],[24]
1473,17,True,93,,1,['bb2c03260b067c6fe3e838c259647eeb91e7db540a3eb294ac9bdbe47243e1ee'],[529.0],[30]
1473,18,False,1096,,1,['f554b1031418dc41ff08918a6a1252ee59860f06f1afcdff72feecc56d962e4e'],[1646.0],[26]
1473,18,True,179,,1,['6bbe5f5c95d6894be7258dabb6ca3d213e6a1acc48e0e153faa6695f45f3b2cd'],[277.0],[30]
1473,18,True,525,,1,['092cc126fe11d71b692afd7051dc7e3217128dc86765bba451a75a7c0be8d697'],[1123.0],[29]
1473,19,True,154,,1,['25d11bd778d4e466188a3895925de7b8eb4c1d447eb3d1340be45efd7b11d8b4'],[285.0],[28]
1473,19,True,1956,,1,['8fae5d5971186aea3cb9eeb0a1156a6d4f952b319437926e25d7936a3200973b'],[547.0],[28]
1473,20,False,118,,1,['30a61f5d00172a657c225295b40202da7c374fd5747dd0f98688109fcd72dfd5'],[424.0],[26]
1473,20,False,574,,1,['b241ec590b627e8ba5a276624105db4e37156b5f180dee21197e02be8e7d30ac'],[796.0],[25]
1473,20,True,552,,1,['0f7f9fa2622cd5337c67bdb30bc3fd22ffed761d4abf2d2aefb96388a79a12fc'],[457.0],[29]
1473,20,True,2013,,1,['1edb0f298040aa8ee5632d3e82ec93f73e52041812cea42acf40c4ba037d4feb'],[1335.0],[28]
